docid	exp_genres	date	author	title	origgenres	origsubjs	remove
uiug.30112077006531	humor	1884.0	Malone, Michael	Handling sin : | a novel / | $c: by Michael Malone.	Humorous fiction	Fathers and sons|Missing persons|Travelers	 
uc1.$b300242	humor	1928.0	Fisher, Rudolph	The walls of Jericho / | $c: by Rudolph Fisher.	Humorous stories|Satire	New York (State)|New York|Harlem Renaissance|African Americans	 
uc2.ark+=13960=t0qr4pz26	historical fiction|random	1896.0	Graydon, William Murray	In the days of Washington;		Revolution, 1775-1783|United States|American fiction|History	 
uc1.$b318410	historical fiction	1887.0	Féval, Paul	The years between; | adventures of D'Artagnan and Cyrano de Bergerac / | $c: by Paul Feval, and M. Lassez ; translated by Cleveland B. Chase.		comte d'|1613?-1673|Cyrano de Bergerac|17th century|Artagnan, Charles de Batz-Castelmore|1619-1655|History	 
mdp.39015066065254	science fiction	1973.0	Pynchon, Thomas	Gravity's rainbow.	Science fiction		 
mdp.39015058207534	short stories	2003.0	Sennitt, Stephen	Creatures of clay and other stories of the macabre / | $c: by Stephen Sennitt.	Short stories	Horror tales, English	 
uc1.$b25366	folklore	1928.0	Baker, E. C. Stuart (Edward Charles Stuart)	Mishi the man-eater and other tales of big game.		India|Animals|Folklore|Hunting	 
uc2.ark+=13960=t6sx66845	historical fiction	1896.0	Snaith, J. C. (John Collis)	Mistress Dorothy Marvin		Great Britain|Revolution of 1688|History	 
uc2.ark+=13960=t2t43kn58	short stories	1896.0		Stories by English authors;		Short stories	 
uc1.$b116706	short stories	1928.0	Greer, Hilton Ross	Best short stories from the Southwest / | $c: edited by Hilton Ross Greer.		Short stories, American	 
uc1.$b162315	historical fiction|war stories	1928.0	Benét, Stephen Vincent	John Brown's body / | $c: by Stephen Vincent Benét.	Bibliographies	Brown, John|Civil War, 1861-1865|1800-1859|History|Poetry|Poetry|History	 
mdp.39015030719986	historical fiction	1973.0	Wibberley, Leonard	The testament of Theophilus; | a novel of Christ and Caesar, | $c: by Leonard Wibberley.		Tiberius, 14-37|Caligula, 37-41|Jesus Christ|History	 
pst.000019745510	historical fiction	1928.0	Peterkin, Julia Mood	Scarlet sister Mary / | $c: by Julia Peterkin.	Historical fiction	African American women|Plantation workers	 
mdp.39015054466399	short stories	1973.0	Krispyn, Egbert	Modern stories from Holland and Flanders; | an anthology.	Bibliographies	Short stories, Dutch|Short stories, English|Translations into English|Translations from Dutch	 
uc1.32106017532224	mystery and detective fiction	1928.0	Sayers, Dorothy L. (Dorothy Leigh)	Lord Peter views the body, | $c: by Dorothy L. Sayers ..	Detective and mystery stories	Wimsey, Peter, Lord (Fictitious character)|England|Private investigators	 
uc2.ark+=13960=t5q819804	historical fiction	1896.0	Crockett, S. R. (Samuel Rutherford)	The gray man		Scotland|James VI, 1567-1625|History	 
pst.000006392901	fairy tales	1928.0	O'Brien, Florence Roma Muir Wilson	Green magic : | a collection of the world's best fairy tales from all countries / | $c: edited and arranged by Romer Wilson [pseud.] with illustrations in color and line by Violet Brunton.		Fairy tales	 
uc2.ark+=13960=t1dj5dq8f	historical fiction	1896.0	Lang, Andrew	A monk of Fife		France|Charles VII, 1422-1461|Joan|History|1412-1431|of Arc, Saint	 
uc1.$b439106	historical fiction	1897.0	Kulish, Panteleĭmon Oleksandrovych	The Black Council | $c: [by] Panteleimon Kulish. Abridged and translated from Ukrainian by George S. N. and Moira Luckyj. With introd. by Romana Bahrij Pikulyk. -		History	 
mdp.39015012155183	tales	1973.0	Partridge, A. C (Astley Cooper)	Folklore of Southern Africa, | $c: with introductions and annotations by A. C. Partridge.	Bibliographies	Africa, Southern|Tales	 
mdp.39015014739372	short stories	1973.0	Moss, Howard	The poet's story. -		Short stories, American|American fiction|20th century	 
mdp.39076002287279	fairy tales|legends|folklore	1928.0		The story of Aladdin and the wonderful lamp / | $c: told by John Kettelwell ; with illustrations and other embellishments by the author and a preface by Hugh Walpole.		Juvenile literature|Legends|Folklore|Arabs|Fairy tales|Aladdin (Legendary character)|Middle East|Arab countries	 
uc1.b3322349	historical fiction	1896.0	Hardy, Thomas	The trumpet-major, John Loveday, | a soldier in the war with Buonaparte, and Robert his brother, first mate in the merchant service; a tale, | $c: by Thomas Hardy. With an etching by H. Macbeth-Raeburn, and a map of Wessex.	Bibliographies	Social life and customs|England|History|1800-1837|Soldiers|19th century|History	 
mdp.39076002604523	historical fiction	1928.0	Fox, Frances Margaret	Nancy Davenport / | $c: by Frances Margaret Fox ; illustrated by Ruth Caroline Eger.	Juvenile audience	Indians of North America|Juvenile fiction|History|1809-1817	 
mdp.39076002644099	tales	1928.0	Tappan, Eva March	The prince from nowhere and other tales / | $c: by Eva March Tappan.		Sweden|Juvenile fiction|Tales	 
umn.31951001870939g	historical fiction|folklore	1896.0	Skinner, Charles M. (Charles Montgomery)	Myths & legends of our own land,		Folklore|United States|History	 
mdp.39015015386876	random	1973.0	Donleavy, J. P. (James Patrick)	A fairy tale of New York | $c: [by] J. P. Donleavy.			 
mdp.39015056303715	historical fiction	1910.0	Tolstoy, Leo, graf	Hadji Murat / | $c: Leo Tolstoy ; translated by Hugh Aplin ; [foreword by Colm Tóibín]		-1852|Chechni͡a|History|Khadzhi-Murat|Russia|19th century|Civil war|Muslims	 
nnc1.cr00287903	fairy tales	1896.0		The Dwarfs' tailor, : | and other fairy tales / | $c: collected by Zoe Dana Underhill.	Juvenile audience	Fairy tales	 
mdp.39015030931383	science fiction	1973.0	Effinger, George Alec	Chains of the sea; | three original novellas of science fiction, | $c: by Geo. Alec Effinger, Gardner R. Dozois [and] Gordon Eklund. Edited and with an introd. by Robert Silverberg. -		American fiction|Science fiction, American|20th century	 
nnc2.ark+=13960=t6154r91m	historical fiction	1896.0	Stafford, Thomas	Pacata Hibernia		Earl of|Totnes, George Carew|Ireland|History|1595-1612|Tyrone's Rebellion, 1597-1603|1555-1629	 
mdp.39015064790069	autobiography	1973.0	Schreiber, Flora Rheta	Sybil.		Multiple Personality Disorder|Multiple personality|Personal narratives	 
uc1.c065403768	fairy tales	1888.0	Yeats, W. B. (William Butler)	Fairy and folk tales of Ireland, | $c: edited by W. B. Yeats, with a foreword by Kathleen Raine.		Fairy tales|Irish	 
osu.32435066780313	western stories	1928.0	Brand, Max	Border guns / | $c: Max Brand.	Western stories	Cowboys|Attempted murder	 
mdp.39015028685199	science fiction	1973.0		The Alien condition. | $c: Edited by Stephen Goldin.		Science fiction	 
mdp.39015032141841	war stories	1973.0	Semenov, I͡Ulian	Seventeen moments of spring. | $c: [Translated from the Russian by Katherine Judelson]	War stories	Soviet Union|World War, 1939-1945	 
mdp.39015046381375	love stories	1973.0	Susann, Jacqueline	Once is not enough / | $c: Jacqueline Susann.	Love stories		 
mdp.39015005167062	mystery and detective fiction	1966.0	Allingham, Margery	The Allingham minibus.	Detective and mystery stories	Detective and mystery stories, English|Campion, Albert (Fictitious character)	 
nyp.33433082289244	historical fiction	1896.0	Tomlinson, Everett T. (Everett Titsworth)	Three young continentals : | a story of the American revolution / | $c: by Everett T. Tomlinson ; illustrated by Charles Copeland.	Juvenile audience	Revolution, 1775-1783|History	 
mdp.39015059418148	random	1929.0	Strong, L. A. G. (Leonard Alfred George)	Dewer rides | $c: [by] L. A. G. Strong.			 
mdp.39015056906988	historical fiction|random	2003.0	Ward, Patricia Sarrafian	The bullet collection / | $c: by Patricia Sarrafian Ward.		Depression, Mental|Civil War, 1975-|History|Sisters	 
mdp.39015058640494	legends	1929.0	White, Eliza Orne	Sally in her fur coat, | $c: by Eliza Orne White. With illustrations from scissor-cuts by Lisl Hummel.		Cats|Legends and stories	 
mdp.39015056303004	war stories	2003.0	Ledig, Gert	Payback / | $c: Gert Ledig ; translated from the German by Shaun Whiteside ; introduction by Michael Hofmann.	Novel	Germany|Aerial operations, American|World War, 1939-1945	 
nyp.33433074800719	historical fiction	1896.0	Barnes, James	For King or country : | a story of the American revolution / | $c: by James Barnes.	Juvenile audience	Revolution, 1775-1783|History	 
mdp.39015056250593	historical fiction	1973.0	Curley, Edmund F	Crispus Attucks--the first to die / | $c: by Edmund F. Curley.		Attucks, Crispus|History|African American soldiers|Soldiers|Colonial period, ca. 1600-1775|-1770	 
mdp.39015058727093	domestic fiction	1973.0	Cookson, Catherine	The Mallen streak / | $c: Catherine Cookson.	Novel|Domestic fiction	Working class|England, Northern	 
mdp.39015063183647	short stories	1973.0		Some things strange and sinister / | $c: edited by Joan Kahn.	Short stories	Horror tales	 
mdp.39015056908943	historical fiction|random	2003.0	De Kretser, Michelle	The Hamilton case / | $c: Michelle De Kretser.	Novel	1505-1948|Lawyers|History|Trials (Murder)|Sri Lanka	 
mdp.39015063975992	random	1929.0	Van Dine, S. S	The Bishop murder case, | a Philo Vance story, | $c: by S. S. Van Dine [pseud.]			 
mdp.39015008739396	historical fiction	1929.0	Atherton, Gertrude Franklin Horn	Dido, queen of hearts.	Historical fiction|Fantasy fiction	Dido|Queen of Carthage|Dido (Legendary character)	 
mdp.39015003344796	domestic fiction	1929.0	Faulkner, William	Sartoris / | $c: [by] William Faulkner.	Domestic fiction|Bibliographies	Sartoris family (Fictitious characters)	 
mdp.39015056816963	random	2003.0	Lipman, Elinor	The pursuit of Alice Thrift : | a novel / | $c: Elinor Lipman.		Courtship|Women physicians|Interpersonal relations|Interns (Medicine)	 
mdp.39015016915939	war stories	1929.0	Borden, Mary	The forbidden zone, | $c: by Mary Borden.		World War, 1914-1918|Civilian relief|Hospitals	 
mdp.39015056901500	domestic fiction	2003.0	Yoshikawa, Mako	Once removed / | $c: Mako Yoshikawa.	Novel|Domestic fiction	Domestic fiction|Jews|United States|Stepsisters|Female friendship|Japanese Americans	 
mdp.39015063934874	mystery and detective fiction	1929.0	Mavity, Nancy Barr	The tule marsh murder / | $c: by Nancy Barr Mavity.	San Francisco Bay Area|Mystery and detective fiction|California	Piper, Peter (Fictitious character)|Reporters and reporting|California	 
uc1.b3477285	science fiction	1973.0	Aldiss, Brian Wilson	The Penguin science fiction omnibus : | an anthology / | $c: edited by Brian Aldiss.		Science fiction, American|Science fiction, English	 
uc1.b3870206	science fiction	1973.0	Elwood, Roger	Androids, time machines, and blue giraffes; | a panorama of science fiction, | $c: compiled by Roger Elwood and Vic Ghidalia.		Science fiction, American|Science fiction, English	 
mdp.39015056901203	historical fiction|domestic fiction	2003.0	Gautreaux, Tim	The clearing / | $c: Tim Gautreaux.	Novel	Louisiana|Veterans|Social life and customs|Domestic fiction|Mental health|Historical fiction|Brothers	 
inu.39000005921908	random|legends|folklore	1896.0	Wilde, Lady	Ancient legends, mystic charms, and superstitions of Ireland, | with sketches of the Irish past.		Folklore|Ireland|Legends	 
mdp.39015056903266	short stories	2003.0	Krause, Richard	Studies in insignificance / | $c: by Richard Krause.	Short stories		 
mdp.39015056308961	imaginary voyages	2003.0	Le Guin, Ursula K	Changing planes / | $c: Ursula K. Le Guin ; illustrated by Eric Beddows.		Imaginary societies|Voyages, Imaginary|Fantasy fiction, American	 
mdp.39015010432832	folklore	1929.0	Wood, Charles Erskine Scott	A book of tales; | being some myths of the North American Indians, | $c: retold by Charles Erskine Scott Wood.		Folklore|Indians of North America	 
mdp.39015008221114	folklore	1929.0	Wright, Harold Bell	Long ago told (Huh-kew ah-kah) legends of the Papago Indians, | $c: arranged by Harold Bell Wright; illustrated by Mrs. Katherine F. Kitt.		Folklore|Tohono O'odham Indians|Indians of North America	 
pst.000053739469	random	1973.0	Cheever, John	The world of apples / | $c: John Cheever.			 
mdp.39015031225538	historical fiction	1928.0	Byrne, Donn	Field of honor, | $c: by Donn Byrne ...		1769-1822|Castlereagh, Robert Stewart|1789-1820|Viscount|History	 
mdp.39015056314191	historical fiction	2003.0	Zimler, Richard	Hunting midnight / | $c: Richard Zimler.		Portugal|1775-1865|Slave trade|Jews|History|Africans	 
uc1.32106009035186	historical fiction	1973.0	Chun, Jinsie K. S	I am heaven | $c: [by] Jinsie K. S. Chun.	Bibliographies	624-705|Wu hou|Tang dynasty, 618-907|Empresses|Empress of China|China|History	 
uc1.32106002129325	mystery and detective fiction	1973.0	Macdonald, Ross	Sleeping beauty.		Archer, Lew (Fictitious character)|California|Private investigators	 
uc1.32106017532257	mystery and detective fiction	1973.0	Hansen, Joseph	Death claims	Mystery fiction	Insurance investigators|Gay men|Brandstetter, Dave (Fictitious character)	 
uc1.32106017112449	historical fiction	1973.0	Holland, Cecelia	The death of Attila	Historical fiction		 
mdp.39015068305633	historical fiction	1929.0	Anthony, Irvin	Paddle wheels and pistols,		Steam-navigation|Discovery and exploration|History|Mississippi river	 
mdp.39015056309340	domestic fiction	2003.0	Frank, Dorothea Benton	Isle of palms : | a lowcountry tale / | $c: Dorothea Benton Frank.	Domestic fiction	Islands|Women|South Carolina	 
mdp.39015066062418	war stories	1929.0	Remarque, Erich Maria	All quiet on the western front; | $c: translated from the German by A. W. Wheen.	Novel|Bibliographies	World War, 1914-1918	 
inu.30000100437411	legends|folklore	2003.0	Te Awekotuku, Ngahuia	Ruahine : | mythic women / | $c: Ngahuia Te Awekotuku.	Bibliographies	Mythology|Mythology, Maori|Women|Legends|Maori (New Zealand people)|Folklore|New Zealand	 
mdp.39015060005595	love stories	2003.0	George, James	Hummingbird / | $c: James George.	Love stories		 
mdp.39015059999592	mystery and detective fiction	1885.0	Victor, Metta Victoria Fuller	The dead letter, | &, The figure eight / | $c: Metta Fuller Victor ; introduction by Catherine Ross Nickerson.		Detective and mystery stories, American	 
mdp.39015030326410	random	1929.0	Swinnerton, Frank	The merry heart, | a gentle melodrama.			 
inu.30000005097393	humor	1973.0	Jessel, George	The toastmaster general's favorite jokes; | openings and closings for speechmakers, | $c: by George Jessel.		American wit and humor|Closure (Rhetoric)|Public speaking|Openings (Rhetoric)	 
mdp.39015031307682	historical fiction	1926.0	White, Henry Alexander	Beginner's history of the United States;		History	 
mdp.39015013237451	war stories	1929.0	Renn, Ludwig	War / | $c: Ludwig Renn [i.e. A.F. Vieth von Golssenau ; translated from the German by Willa and Edwin Muir].		World War, 1914-1918	 
njp.32101063690265	short stories	1896.0	Fernald, Chester Bailey	The cat and the cherub, | and other stories, | $c: by Chester B. Fernald.	Short stories	San Francisco|Social life and customs|19th century|California|Chinese	 
njp.32101066151521	historical fiction	1896.0	Haxtun, Annie Arnoux	Signers of the Mayflower compact. | $c: By Annie Arnoux Haxtun...		History|Genealogy|New Plymouth, 1620-1691|Mayflower (Ship)	 
njp.32101067627131	historical fiction|war stories	1896.0	Anderson, Edward	Camp fire stories : | a series of sketches of the Union army in the Southwest / | $c: by Edward Anderson.		History|Civil War, 1861-1865|Anecdotes	 
mdp.39015050985509	historical fiction	1929.0	Fadeev, Aleksandr	The nineteen, | $c: by A. Fadeyev; translated from the Russian by R.D. Charques.		Revolution, 1917-1921|History	 
loc.ark+=13960=t45q56r5b	western stories	1895.0	Hardin, John Wesley	The life of John Wesley Hardin		Criminals|Texas|Frontier and pioneer life|Hardin, John Wesley|1853-1895	 
mdp.39015053245091	short stories	1929.0	Mirrielees, Edith Ronald	Significant contemporary stories,		Short stories, English|Short stories, American	 
mdp.39015031010823	short stories	1929.0		Present-day American stories,		Short stories, American	 
uc1.b3545578	short stories	1929.0		"Transition stories, | twenty-three stories from ""Transition"", | $c: selected and edited by Eugene Jolas and Robert Sage."		Short stories	 
uc1.b4951319	random|mystery and detective fiction	1973.0	MacDonald, John D. (John Dann)	The turquoise lament, | $c: by John D. MacDonald.		Florida|McGee, Travis (Fictitious character)|Private investigators|Fort Lauderdale	 
njp.32101064710419	fairy tales	1896.0	Parry, Edward Abbott, Sir	Butterscotia : | or, A cheap trip to fairy land / | $c: by Edward Abbott Parry ; illustrated by Archie MacGregor.	Juvenile audience	Fairy tales	 
mdp.39015002716606	random	1929.0	Rice, Alice Caldwell Hegan	The buffer, | a novel, | $c: by Alice Hegan Rice.			 
mdp.39015056838496	random	2003.0	Hollon, Frank Turner	Life is a strange place : | a novel / | $c: by Frank Turner Hollon.		Loss (Psychology)|Men|Testis|Misogyny|Life change events	 
umn.31951d01592423s	fairy tales|legends|folklore	1929.0	Young, Ella	The tangle-coated horse : | and other tales : episodes from the Fionn saga.		3rd cent|Ireland|Social life and customs|Legends|Folklore|Finn MacCumhaill|Fairy tales	 
loc.ark+=13960=t6n01gk61	historical fiction	1864.0	Hawthorne, Nathaniel	The whole history of grandfather's chair ;		Juvenile literature|History|Colonial period, ca. 1600-1775|Massachusetts	 
mdp.39015059965247	historical fiction|war stories	2003.0	Perry, Anne	No graves as yet : | a novel of World War I / | $c: Anne Perry.		England|George V, 1910-1936|History|World War, 1914-1918	 
mdp.39015008612122	fairy tales	1929.0	Wahlenberg, Anna	Old Swedish fairy tales, | $c: by Anna Wahlenberg; translated from the Danish of Frede Thomsen by Antoinette De Coursey Patterson; illustrated by Jeannette Berkowitz.		Fairy tales	 
mdp.39015030021797	historical fiction	1929.0	Undset, Sigrid	The axe, | $c: by Sigrid Undset, translated from the Norwegian by Arthur G. Chater.		1030-1397|History	 
mdp.39015030021789	historical fiction	1929.0	Undset, Sigrid	The snake pit, | $c: by Sigrid Undset, translated from the Norwegian by Arthur G. Chater.		1030-1397|History	 
mdp.39015005355535	science fiction	1929.0	Plato	The Republic of Plato in ten books. | $c: tr. from the Greek by H. Spens D. D.		Utopias	 
mdp.39015058537856	historical fiction	1929.0	Hole, Hugh Marshall	Lobengula, | $c: by Hugh Marshall Hole ...		Voroshilov, Kliment Efremovich|Lobengula|History|Ndebele Revolt, 1896|1881-1969|King of the Matabele|ca.1833-1893?	 
mdp.39015039686574	tales	1929.0	Strowska, Suzanne	Ten Polish folk tales, | $c: by Suzanne Strowska, tr. from the French by M.O'Reilly, with illustrations by Dorothy A.H. Mills.		Poland|Tales	 
mdp.39076005205823	random	1928.0	Day, Frank Parker	Rockbound. | $c: Introd. by Allan Bevan.	Bibliographies		 
mdp.39076005266197	historical fiction|autobiography	1931.0	Tarasov-Rodionov, A. (Aleksandr)	February, 1917; | a chronicle of the Russian revolution | $c: [by] Aleksei Tarasov-Rodionov. Translated by William A. Drake.		History|Personal narratives|February Revolution, 1917	 
uc1.$b684700	historical fiction	1896.0	O'Grady, Standish	Ulrick the Ready | or, The chieftains' last rally.		History|1558-1603	 
mdp.39015010235540	short stories	1929.0	Brown, Leonard Stanley	Modern American and British short stories, | $c: edited by Leonard Brown.		Short stories, English|Short stories, American	 
mdp.39015071596921	war stories	1929.0	Detzer, Karl	The broken 3, | a war mystery of the A. E. F., | $c: by Karl W. Detzer.		Secret service|Army|United States|World War, 1914-1918|Military police|Division of Criminal Investigation	 
uc1.32106016641760	historical fiction	2003.0	Yu, Hua	To live : | a novel / | $c: Yu Hua ; translated and with an afterword by Michael Berry		History|Cultural Revolution, 1966-1976	 
nc01.ark+=13960=t4vh6bm47	historical fiction|war stories	1896.0	Tracy, J. Perkins	The blockade runner		United States|Civil War, 1861-1865|History|North Carolina	 
inu.30000114173879	science fiction	1973.0	Garnett, Bill	Down bound train.	Science fiction		 
inu.30000114180932	science fiction	1973.0	Green, Joseph	Conscience interplanetary.	Science fiction		 
dul1.ark+=13960=t04x61p8v	science fiction	1896.0	Pallander, Edwin	Across the zodiac; a story of adventure		Utopias	 
mdp.39015071596962	historical fiction	1929.0	Detzer, Karl	Pirate of the pine lands : | being the adventures of young Tom Lansing afloat and ashore on the Michigan frontier in the years 1852-1854 and particularly his part in the historic matter of King James Strang, the notorious Great Lakes pirate, told here by himself from memory and set down / | $c: by Karl W. Detzer ; with illustrations by Courtney Allen and Harold Anderson.		1813-1856|Strang, James Jesse|History	 
coo.31924021962737	historical fiction	1896.0	Twain, Mark	Personal recollections of Joan of Arc | by the sieur Louis de Conte [pseud.] (her page and secretary) freely translated out of the ancient French into modern English from the original unpublished manuscript in the National Archives by Jean Francois Alden. | $c: Edited by Mark Twain [pseud.]	Novel|Bibliographies	France|Saintes chrétiennes|Christian women saints|Romans, nouvelles, etc|1412-1431|of Arc, Saint|d'Arc, sainte|Jeanne|Charles VII, 1422-1461|Joan|cn|History|History	 
mdp.39015060021915	historical fiction	1870.0	Dumas, Alexandre	The knight of Maison-Rouge : | a novel of Marie Antoinette / | $c: Alexandre Dumas ; a new translation by Julie Rose ; introduction by Lorenzo Carcaterra.		Girondists|1755-1793|Revolution, 1789-1799|Queen, consort of Louis XVI, King of France|History|Marie Antoinette	 
mdp.39015078571521	sea stories	1929.0	Daniel, Hawthorne	Bare hands : | being the story of the extraordinary steam boat that was built on Devil's island off the coast of Alaska by four shipwrecked men / | $c: by Hawthorne Daniel ; illustrated by Arthur A. Jansson.	Juvenile audience	Shipwreck survival|Juvenile fiction	 
mdp.39015060036970	psychological fiction|domestic fiction	2003.0	Lenard-Cook, Lisa	Dissonance : | a novel / | $c: by Lisa Lenard-Cook.	Musical fiction|Domestic fiction|Jewish fiction|Psychological fiction	New Mexico|Women|Inheritance and succession|Theresienstadt (Concentration camp)|Holocaust, Jewish (1939-1945)|Women composers|Women music teachers|Jewish women|Concentration camp inmates	 
pst.000029711512	science fiction	1973.0	Bradbury, Ray	The Martian chronicles. / | $c: Biographical sketch and bibliography of Ray Bradbury's books and stories by William F. Nolan. Illus. by Karel Thole.	Bibliographies	1920-|Bibliography|Bradbury, Ray|Interplanetary voyages	 
mdp.39015058142061	domestic fiction	2003.0	Davis-Goff, Annabel	The fox's walk / | $c: Annabel Davis-Goff.	Domestic fiction|Novel|Bildungsromans	Country homes|Girls|Grandmothers|Social classes|Children of the rich	 
wu.89100034495	war stories	1929.0	Voigt, Fritz August	Combed out, | $c: by F. A. Voigt.		World War, 1914-1918|Personal narratives, English	 
mdp.39015013970796	science fiction	1974.0	Carr, Terry	Universe 4.		Science fiction, American	 
inu.32000003494715	historical fiction	1929.0	Eaton, Jeanette	A daughter of the Seine; | the life of Madame Roland, | $c: by Jeanette Eaton.		Mme|1754-1793|Revolution, 1789-1799|History|1926-1935|Children's literature|(Marie-Jeanne)|Roland	 
uc2.ark+=13960=t6ww7cm0r	historical fiction	1897.0	Rayner, Emma	Free to serve		History|New York (N.Y.)	 
mdp.39015003341396	random	1974.0	Fields, Jeff	A cry of angels.		Aunts|Orphans	 
mdp.39015014945011	short stories	1974.0	Bleiler, Everett Franklin	Eight dime novels. | $c: Edited by E. F. Bleiler.		Short stories, American	 
nyp.33433074823042	historical fiction|random	1897.0	Baring-Gould, S. (Sabine)	Perpetua. | A tale of Nimes in A.D. 213, | $c: by the Rev. S. Baring-Gould, M. A.		History	 
mdp.39015005004117	autobiography	1974.0	Cherry, Mike	On high steel; | the education of an ironworker.		United States|Structural steel workers|Personal narratives	 
uc1.32106014536020	historical fiction|war stories	1974.0	Shaara, Michael	The killer angels; | a novel.		Civil War, 1861-1865|War stories|History|Gettysburg, Battle of, Gettysburg, Pa., 1863	 
uc1.b4223350	mystery and detective fiction	1929.0	Sayers, Dorothy L. (Dorothy Leigh)	The omnibus of crime, | $c: edited by Dorothy L. Sayers.		Detective and mystery stories	 
uc1.$b236211	random	1929.0	Demarest, Phyllis Gordon	Children of Hollywood, | $c: by Phyllis Gordon Demarest.			 
mdp.39015034111834	humor	1897.0	Ade, George	Pink Marsh : | a story of the streets and town / | $c: by George Ade.  ; pictures by John T. McCutcheon.		American wit and humor|American fiction	 
mdp.39015063549391	historical fiction	1897.0	Gilkes, Arthur Herman	Kallistratus, | an autobiography		Hannibal|History	 
mdp.39015008166004	domestic fiction	1897.0	James, Henry	What Maisie knew / | $c: by Henry James.	Bookplates (Provenance)|Chicago|Autographs (Provenance)|Bildungsromans|Domestic fiction|NN-BGC|Publishers' cloth bindings (Binding)	Governesses|Remarried people|Children of divorced parents|Girls	 
uc1.$b244593	random	1929.0	Rose, Emma Loomis	The better mouse trap, | $c: by Emma Loomis Rose.			 
uc1.$b251256	short stories	1929.0		The Mercury story book. | $c: With an introd. by J. B. Priestley.		Short stories, English	 
wu.89097269633	historical fiction	1897.0	Buckmaster, J. C. (John Charles)	A village politician, | the life-story of John Buckley, | $c: ed. by J.C. Buckmaster. With an introd. by A.J. Mundella.		19th century|Great Britain|b. 1820|Buckmaster, J. C|Politicians|(John Charles)|History|Rural poor|Biography	 
uc1.$b269292	science fiction	1929.0	Younghusband, Francis Edward, Sir	The coming country, | a pre-vision, | $c: by Sir Francis Younghusband.		Utopias	 
mdp.39015058695266	short stories	2003.0	Wilson, D. Harlan	Stranger on the loose : | stories / | $c: by D. Harlan Wilson.	Short stories		 
mdp.39015057639679	mystery and detective fiction	1935.0	Green, Anna Katharine	That affair next door ; | and, Lost man's lane / | $c: Anna Katharine Green ; introduction by Catherine Ross Nickerson.		Detective and mystery stories, American	 
nyp.33433074391875	historical fiction	1897.0	Jókai, Mór	The green book; | or, Freedom under the snow, a novel; | $c: tr. by Mrs. Waugh.		December Uprising, 1825|History	 
mdp.39015076175101	mystery and detective fiction|war stories	2008.0	Brophy, Grace	A deadly paradise / | $c: Grace Brophy.	Mystery fiction|Detective and mystery stories	Italy|Bank notes|Forgeries|Police|Diplomats|Crimes against|Venice|World War, 1939-1945	 
uc1.$b395277	historical fiction	1974.0	Mbise, Ismael R	Blood on our land / | $c: by Ismael R. Mbise.		History	 
uc1.$b300123	historical fiction	1929.0	Davis, William Stearns	The whirlwind, | an historical romance; being the story of the French revolution as it was seen by René De Massac, deputy to the National assembly and general of the republic, | $c: by William Stearns Davis.		History|Revolution, 1789-1799	 
mdp.39015057650486	love stories	2003.0	Brill, Marius	Making love : | a conspiracy of the heart / | $c: Marius Brill.	Novel|Bibliographies|Love stories|Spy stories		 
uc1.$b301820	mystery and detective fiction	1929.0	Mavity, Nancy Barr	The body on the floor / | $c: by Nancy Barr Mavity.	Mystery and detective fiction|California	Piper, Peter (Fictitious character)	 
mdp.39015013245793	short stories	1974.0		The Old man of the mist, and other stories : | an anthology of new writing from Wales / | $c: edited by Lynn Hughes.		Welsh authors|Short stories, English|Social life and customs	 
uc1.b3549718	random	1870.0	Dickens, Charles	The works of Charles Dickens ... | $c: with introduction, general essay, and notes by Andrew Lang.		1812-1870|Dickens, Charles	 
mdp.39015057620927	humor	2003.0	Wagner, Bruce	Still holding / | $c: Bruce Wagner.	Satire|Humorous fiction	Motion picture industry	 
mdp.39015057620851	psychological fiction	2003.0	Blensdorf, Jan	My name is Sei Shōnagon / | $c: Jan Blensdorf.	Psychological fiction	Young women|Hospital patients	 
mdp.39015057621289	domestic fiction|love stories	2003.0	Steel, Danielle	Safe harbour / | $c: Danielle Steel.	Domestic fiction|Love stories	Loss (Psychology)|Girls|Mothers and daughters|Artists	 
uc1.b4101692	random	1897.0	Yeats, W. B. (William Butler)	The secret rose, | $c: by W. B. Yeats, with illustrations by J. B. Yeats.			 
mdp.39015030963899	science fiction	1897.0	Chavannes, Albert	In brighter climes, | or Life in Socioland. A realistic novel, | $c: by Albert Chavannes ...		Utopias	 
mdp.39015027340440	war stories	1974.0	Hoyt, Edwin Palmer	"The raider ""Wolf"" | $c: [by] Edwin P. Hoyt."	Bibliographies	1875-|Wolf (Steamship)|Naval operations|Nerger, Karl August|World War, 1914-1918	 
uc1.$b117358	short stories	1929.0	Ferris, Helen Josephine	Love comes riding, | stories of romance and adventure for girls, | $c: collected by Helen Ferris, illustrated by Beth Krebs Morris.		Short stories	 
mdp.39015024638838	historical fiction|random	1897.0	Jókai, Mór	The Lion of Janina; | or, The last days of the janissaries, a Turkish novel; | $c: tr. by R. Nisbet Bain...		Ali Paşa|Mahmud II, 1808-1839|Janizaries|Tepedelenli|1744?-1822|History	 
uc1.b3711077	random	1929.0	Nathan, Robert	There is another heaven, | $c: by Robert Nathan.		Fantasy fiction, American	 
mdp.39015031234464	historical fiction	1974.0	Holland, Cecelia	Great Maria.	Historical fiction	Italy|1016-1194|Sicily|Middle Ages|History|Normans	 
